Tsg_normal,Tsg_disease
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2.10997559117114,-1.69480400287497
0.495397613577258,-0.528654306443168
0.653020871672024,0.262866735033282
-1.08980405369336,0.576029563964498
-1.0528831513256,-0.0969477995318753
-1.95897060789767,1.67982080785856
-1.0298605959095,-0.954116748963304
0.233587546464601,-0.140900808425099
0.728154872257576,-1.72098573515206
-0.248017256168247,0.516188912852102
0.281259384798821,-1.48698666570926
0.146045793301021,-0.226088637343053
0.634035307398738,0.712693537818764
-1.29378602887092,-0.232705207281721
0.513853718946958,-0.30944452568656
1.25299320161879,0.894766435985442
0.257433949510708,1.41572060766573
-0.48098846960487,-0.329033440259363
1.17503605274661,-0.455511534533491
0.141997730188206,1.22526940660523
1.89935892157294,-0.690445222461282
1.3043122187784,0.880826876172195
1.22581510461883,0.177548053304503
-0.207645211655108,0.239493212329784
-1.00202980550303,-0.556660363578679
-0.732640707262035,-1.62785817041073
-0.240821413008515,0.0982712942369397
0.270145868620097,0.674431471541832
-1.04438562918781,0.327575373805301
1.22247234227383,-0.574329902934943
-0.532917074338658,-1.3525399644115
-0.0625031868624667,0.561314810893182
-0.68186225950977,-1.54922713817307
0.0589740432943748,0.987217055803521
-0.437429555805122,0.000169054056409564
-1.29985736285642,-0.7635023060971
-0.165420225556899,-1.2643945519615
-0.627533500440096,0.845857427231503
0.320533476350862,0.000483892486477802
-0.295789475023099,0.543635117866725
0.425938687100959,-1.43854261161055
0.495091538923346,0.259619278793378
0.6176734904399,0.985397588835343
0.990050153913018,1.16130836932869
-0.986211258182503,-0.142268183480111
0.914105836865673,-1.18894100964546
-0.023930553977372,0.865447538549378
-1.80065156578302,1.42691765586354
-0.156584494038829,-0.474316116847011
1.20118402698624,-0.679946394874674
-1.39933449477002,1.2160640514234
1.27138474019616,0.752950483105832
-0.0448925770375458,-1.35485158297084
1.35615289005508,-1.48627309579849
-0.728125154598872,-0.46133161065311
-0.359841780733785,-1.56924042906765
-0.203003257567054,-2.23966299855757
-0.641319107635006,1.39740966695916
0.220554416376774,0.398734470175926
1.47039357813915,0.673512491174718
1.50201891316646,0.679979078809811
0.53163934424249,0.141186392893355
1.19070587698412,0.0918010419901564
1.24252302812948,1.54091002423318
0.984145845232924,0.868824661534143
0.14982034058023,-0.500090541492418
0.357021859638265,0.716523364673473
0.861344906058717,0.330421153448681
-1.98299597490473,0.8101020022163
0.604033359674617,0.272610321138075
0.31119258958177,-0.919364208651591
-0.818522340569667,-0.341893350830742
-1.12033169690839,-1.59542829317531
1.79661242977075,0.354191791782436
-1.3496928906498,1.83125300978049
-1.379420713628,-0.406841728533943
0.564679717255208,0.922296151903017
-0.542712451676979,-0.820353753276888
-0.718327413863442,0.298626956997924
0.510219007873986,-0.774447457423181
