Tsg_normal,Tsg_disease
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-1.16031801329004,0.499450627553301
-1.20803666328676,0.250935610240388
-0.465617408154687,0.927297762375183
1.30073394972174,-0.45055847430578
1.21627079521096,0.393762560814667
0.594856741354145,0.644500319920946
0.128527075312404,0.235229346264103
-0.213902751218274,0.829726316320594
-0.190125168782167,0.394886188243162
-0.641385665210817,-0.463880424816538
0.883352671479157,-1.109563492349
2.25843809754822,-0.292301476124061
-0.159803368691531,-0.628949926400586
-1.00963036498489,-1.10496640524167
1.94995256314073,0.254875970845247
2.0925054679516,0.116293284672947
-1.1868867881141,-0.534898840121908
1.31631284905556,-1.88102075047355
-0.939501195915014,0.55522166514651
-0.766060670428265,-0.21068187016983
