Tsg_normal,Tsg_disease
1.65235784319754,-1.20733418120328
-1.24369760877461,-2.62615508460277
-0.911925870779559,0.0174632661510191
0.850043471893941,0.344194027368263
-0.925312995099251,0.0127198373321256
0.893581214441207,-0.873450133188962
-0.941009737811872,0.342800284341219
0.538952094101553,-0.177387754282478
-0.181974398105336,0.921433254590606
0.891767594965122,0.300944402209544
1.32920820523491,0.6933867527098
-0.103466125206476,0.325471906278775
0.615064610722324,0.408051022728875
-1.7997723953362,0.759842255891014
-0.262705141643009,-2.28715352045041
-1.21014187687842,0.517838261588457
0.204477252550871,-1.34723625828609
-0.0139941045119107,0.363159858868328
-0.235200839818886,1.31475256465827
-0.188318654237954,-0.448305910907794
0.951283068840505,-0.80816446825925
-0.154014785973495,-0.0862684990395799
1.85424450475186,1.58542427252084
-1.90416735438949,0.101057448186687
0.359299701900462,0.148762211652968
2.1145349462097,-0.546434668144039
-1.13574898684316,-0.527675587264115
-0.796255985784339,-0.139871559492049
-0.397569450150752,-1.58941141444985
0.0917240415455821,1.23410416568767
-0.238694074135277,-0.335454848332105
-0.461962363699386,-2.00100250680987
1.9263406073496,-0.0174584027383683
0.122054814822625,-0.240966895843615
1.09205057650629,-1.79198939892252
-2.97225747544741,2.04969151122701
1.12848905096528,-1.11721761151088
1.31200012901363,-1.35354954481764
-0.48260797306504,0.451302311030919
-0.224858996653821,1.0332274248505
1.66776531087937,-0.195885695113888
0.0412185323166061,0.227310386780746
1.03817484555139,-1.10219974998749
0.587642933342248,0.95527736854135
-0.158299577145634,0.31283044591251
-0.292085414891579,0.10100571319913
-1.41989896333922,0.748115414290238
-2.13831802520847,0.998960894793609
-0.0225001049025996,-0.732515309013158
0.269770953624943,0.480895240110787
-0.502969399031042,-0.989450308257357
0.630807390367713,2.22955904834575
0.474565208416551,0.456736599588872
-0.340659061576436,-0.0358154435846572
0.0496015595221469,-0.49044270641976
1.2952631908601,-0.220566611180815
0.314624204958306,-1.10120936078499
0.801572503702334,0.063470471357051
0.486058896232458,0.583525933087138
1.72556105665083,-0.513358846194759
0.102432860750801,-0.812552121927585
-0.989837074939336,-1.62931990551456
-0.460441208998887,0.568905706511775
0.237661491971588,0.333783306704956
-0.269397264170906,-0.211322559368946
-0.169554069656641,-0.551097930399239
0.664868973266608,0.258361128941135
-0.775550915205345,-1.375210446411
-1.91926113102925,-1.4727541491027
2.01933253963338,-1.44520967284587
0.435210514869015,-0.361288424621171
1.05016883215485,0.79070996473063
-0.312114840650401,0.714657846323989
0.0936176173045456,-0.565153517298012
-2.15318775058657,1.41801430342912
0.357993071026488,-1.14575678099
0.467864811329475,-0.492817822952378
-0.906688834876339,-0.73305227365599
-0.529349915526749,0.15923208035453
1.34357671685515,-1.75119295921948
0.469434056623481,1.18483086705245
-0.253105087750424,1.20703160102077
0.369103715328425,0.977649326530504
-1.34670719045078,-0.0819917440431946
1.1719354256206,1.15626342259789
-1.9087363449263,0.486796336752512
-1.00439081062399,0.95884866279506
0.676687513659109,0.177792371188779
1.15232174421702,0.292250881034058
-1.73275991756331,-2.11334068465336
0.601308856586064,-0.538047910821091
0.341650314074502,1.01402558475317
-0.0352810090657197,0.101269641473852
-0.626165019795731,-1.21870737154808
-0.855971209746084,-0.958376792791154
0.151777841973793,-0.555797484605983
1.20637269384614,2.12187591164329
-1.48857788320267,-0.179589987560952
-1.05037412306876,-0.644735408242739
1.63787411690859,-2.09258377175654
