Tsg_normal,Tsg_disease
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.616234776216627,-1.70696182765168
-1.29828713440433,0.464816369892658
-0.949051225967473,0.11294189722614
0.343568203108779,-0.0826992349266726
0.980606966045577,-1.65735291994138
-1.11412872415126,-1.60164383068405
-0.0307642085511001,-0.255510167545002
1.92849949184157,-0.293666907678348
2.61906920645153,0.198684196428517
0.710541545038001,-0.26832953116068
-0.353940608830975,0.458860027041912
-0.834700605931403,-0.0999080148302347
-1.68321338192507,1.10987577372978
0.401682619006187,-0.374990382628525
-1.07247883454875,-0.353749017317175
0.500718950384313,0.439351401047726
-1.4402770569105,0.0869927702989013
0.124716320524732,0.3030633867377
2.19290344333279,2.34496252773695
-0.374510341656439,-1.09120437294707
0.244724110937401,-0.624754985427733
1.88990602028812,-0.670366284773611
0.0654220303943751,-1.33444820949813
0.480057259280176,-0.138477389179133
-0.313750759131334,-0.964657432703969
0.99706834637982,0.514138481311747
1.73513382659175,0.689538857318256
0.861136596714631,0.742365119943931
0.678856758834156,0.156060313911525
-0.159207164779983,0.0754726109429945
0.339284405590789,-0.851066169011292
-0.073051048968959,-0.793223069419847
1.76219527603665,-0.185020962678167
0.0373624798481436,0.412220966379439
-0.929219565285021,0.622350501107196
0.573229632523269,1.58819282813472
-0.701287680540371,0.914860664383169
1.56668157172025,-1.46190168975157
-1.08786614919002,0.263422520067269
-0.284995436432321,0.882040709051274
-0.741251563858663,0.370171392473342
-1.26664666926043,-0.952385767434181
-0.27626323290652,-1.0801333704164
-1.60601479424846,-0.275117754845249
-0.0877070441942436,-0.731428393721358
0.998478299841936,-0.784683241122504
-0.923368317380823,-1.16881067178691
-0.301865350352114,-0.559402103937048
-1.18392987900939,0.0936759696753736
1.76022591866826,-1.3218941929575
