Tsg_normal,Tsg_disease
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-0.45082970736299,-0.192529112324992
3.26760837527935,-0.0850225121641538
-0.972602202066291,0.335838879920534
4.17297101273404e-05,-0.796155496700361
0.203668365291249,-1.00481131434963
-1.54237274145006,-0.489998055448992
-0.38168094224676,-0.820730629383677
1.03594102706408,-1.11817875291644
-0.939823826827472,-0.334485688195371
1.26598492520486,0.605110745285388
-1.54050090793438,1.06255603684734
-1.26860915609935,0.237112649699546
-1.33965142162672,-0.487807502796427
-1.56949563919895,0.51474707470986
-1.33573519313805,1.83030823920178
0.510382903089115,1.61208176340402
1.75592931559932,-0.38950341989212
-1.11277952940964,1.04685746793266
-0.231635254391062,0.208849166413402
-0.106610962684181,1.38021958988755
0.605958177996157,1.30401802409058
-1.64028120768909,1.38438758717439
-0.0322001299089089,0.647493329688553
0.196120607310947,0.166899629708575
-0.727087163095997,0.579404978635405
-2.14346091740075,0.961558966340771
-0.800966762811576,0.68623793078528
-1.21142277825941,0.585466162114216
-0.0495076772390746,-0.216802404700183
-1.86112307995302,-0.0257935160452898
